gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Female,0,True,False,72,False,,DSL,True,True,True,True,True,True,Two year,False,Bank transfer (automatic),65.5,4716.0,False
Female,0,True,True,54,True,True,Fiber optic,True,True,False,False,True,True,Month-to-month,True,Bank transfer (automatic),104.0999984741211,5621.4,False
Female,0,False,False,3,True,True,Fiber optic,False,False,False,False,False,False,Month-to-month,False,Bank transfer (automatic),74.4000015258789,223.2,True
Male,0,True,True,4,True,False,No,,,,,,,Month-to-month,True,Mailed check,20.5,82.0,False
Female,1,True,True,32,True,True,Fiber optic,False,False,True,False,True,False,Month-to-month,True,Mailed check,91.3499984741211,2923.2,False
Male,1,False,False,35,True,True,Fiber optic,False,False,True,False,True,True,Month-to-month,True,Electronic check,99.0500030517578,3466.75,True
Male,0,True,True,35,True,False,No,,,,,,,Two year,False,Bank transfer (automatic),20.5,717.5,False
Male,1,False,False,2,True,False,DSL,False,False,False,False,False,False,Month-to-month,False,Mailed check,44.95000076293945,89.9,True
Female,0,False,False,8,True,False,Fiber optic,False,True,False,False,False,False,Month-to-month,False,Electronic check,75.5999984741211,604.8,False
Male,0,False,False,22,True,False,DSL,True,False,False,True,False,False,Month-to-month,False,Mailed check,55.09999847412109,1212.2,False
Female,0,False,False,15,True,False,DSL,True,False,True,True,False,False,Month-to-month,False,Electronic check,58.95000076293945,884.25,False
Male,0,False,False,22,True,True,Fiber optic,False,False,False,False,True,True,Month-to-month,True,Electronic check,95.0999984741211,2092.2,False
Male,0,True,False,1,True,False,DSL,False,False,False,False,False,False,Month-to-month,False,Credit card (automatic),44.70000076293945,44.7,True
Female,0,True,True,71,True,True,No,,,,,,,Two year,False,Bank transfer (automatic),25.450000762939453,1806.95,False
Male,0,False,False,4,True,False,DSL,True,False,True,False,False,False,Month-to-month,False,Electronic check,56.75,227.0,False
Male,0,False,False,25,True,True,DSL,True,True,True,True,False,True,Month-to-month,False,Bank transfer (automatic),81.75,2043.75,False
Female,0,True,True,32,True,False,Fiber optic,False,True,False,False,True,False,Month-to-month,True,Electronic check,86.0999984741211,2755.2,False
Male,1,True,False,7,False,,DSL,True,False,False,False,False,False,Month-to-month,False,Bank transfer (automatic),29.799999237060547,208.6,False
Male,0,False,False,17,True,False,No,,,,,,,One year,True,Mailed check,20.5,348.5,False
Male,1,True,False,8,True,False,DSL,True,False,False,False,True,False,Month-to-month,False,Bank transfer (automatic),60.900001525878906,487.2,False
Female,1,False,False,56,True,True,DSL,True,False,True,True,False,True,Two year,False,Bank transfer (automatic),73.25,4102.0,False
Male,0,False,False,1,True,False,DSL,False,False,False,False,False,False,Month-to-month,True,Mailed check,45.70000076293945,45.7,True
Male,1,False,False,8,True,False,Fiber optic,True,False,False,True,True,True,Month-to-month,False,Credit card (automatic),100.3000030517578,802.4,True
Male,0,False,False,7,True,False,No,,,,,,,Month-to-month,False,Electronic check,19.25,134.75,True
Male,0,False,True,3,True,False,No,,,,,,,Month-to-month,False,Mailed check,20.850000381469727,62.55,False
Female,0,False,False,71,True,False,DSL,True,True,True,True,True,False,Two year,False,Credit card (automatic),77.3499984741211,5491.85,False
Female,0,False,False,2,True,True,Fiber optic,False,False,False,False,True,True,Month-to-month,True,Electronic check,96.0,192.0,True
Female,0,False,False,1,True,False,Fiber optic,False,False,False,False,True,True,Month-to-month,False,Electronic check,90.5500030517578,90.55,True
Male,0,True,False,49,True,True,Fiber optic,True,True,False,False,True,False,Month-to-month,True,Bank transfer (automatic),93.8499984741211,4598.65,False
Male,0,False,False,58,True,False,DSL,False,True,True,True,True,False,Two year,False,Bank transfer (automatic),70.0999984741211,4065.8,False
Male,1,True,False,44,False,,DSL,False,True,False,False,False,False,Month-to-month,True,Electronic check,30.350000381469727,1335.4,True
Female,0,True,True,59,True,False,DSL,False,True,False,True,True,True,Two year,True,Credit card (automatic),75.94999694824219,4481.05,False
Male,0,False,False,71,True,True,Fiber optic,True,False,True,True,True,True,Two year,True,Electronic check,108.0500030517578,7671.55,True
Male,0,False,False,1,True,False,Fiber optic,False,False,False,False,False,False,Month-to-month,True,Electronic check,69.9000015258789,69.9,True
Female,0,False,False,11,True,True,Fiber optic,False,False,False,False,False,False,Month-to-month,False,Electronic check,75.25,827.75,False
Male,1,True,False,62,True,True,Fiber optic,False,True,True,False,True,True,One year,True,Electronic check,103.75,6432.5,True
Female,0,True,True,35,True,False,DSL,True,False,False,True,False,False,One year,True,Bank transfer (automatic),54.95000076293945,1923.25,False
Female,0,False,False,20,True,False,No,,,,,,,Month-to-month,True,Bank transfer (automatic),19.5,390.0,False
Male,0,True,True,40,True,False,No,,,,,,,Two year,False,Mailed check,19.600000381469727,784.0,False
Female,0,False,False,39,True,False,DSL,True,False,False,False,False,False,One year,True,Electronic check,47.84999847412109,1866.15,False
Male,0,False,False,1,True,True,Fiber optic,False,False,False,False,False,True,Month-to-month,True,Electronic check,86.5999984741211,86.6,True
Female,0,True,True,72,True,True,No,,,,,,,Two year,False,Bank transfer (automatic),23.75,1710.0,False
Female,1,True,False,33,True,True,Fiber optic,False,True,False,False,False,False,Month-to-month,True,Bank transfer (automatic),80.5999984741211,2659.8,True
Female,0,False,False,12,True,False,DSL,False,False,False,False,False,False,Month-to-month,False,Bank transfer (automatic),43.79999923706055,525.6,False
Male,0,False,False,1,True,False,No,,,,,,,Month-to-month,False,Bank transfer (automatic),19.75,19.75,False
Male,0,False,True,27,True,False,No,,,,,,,Month-to-month,False,Mailed check,19.14999961853028,517.05,False
Male,0,True,True,34,True,False,No,,,,,,,One year,False,Credit card (automatic),19.600000381469727,666.4,False
Female,0,True,False,56,True,False,Fiber optic,True,False,True,False,False,False,Two year,False,Bank transfer (automatic),80.30000305175781,4496.8,False
Female,0,False,False,58,True,True,No,,,,,,,Two year,False,Credit card (automatic),24.350000381469727,1412.3,False
Female,0,True,True,22,True,True,No,,,,,,,Two year,False,Credit card (automatic),25.25,555.5,False
Female,0,True,True,10,True,True,No,,,,,,,Two year,False,Credit card (automatic),26.100000381469727,261.0,False
Male,0,False,False,13,True,False,No,,,,,,,Two year,False,Credit card (automatic),20.0,260.0,False
Female,0,False,False,35,True,True,Fiber optic,False,True,False,True,False,False,Month-to-month,False,Credit card (automatic),85.30000305175781,2985.5,True
Female,0,False,False,34,True,False,Fiber optic,False,False,False,False,False,False,Month-to-month,True,Credit card (automatic),70.0,2380.0,True
Female,1,False,False,4,True,True,Fiber optic,False,False,False,False,True,True,Month-to-month,True,Electronic check,94.3000030517578,377.2,True
Male,0,True,False,72,True,False,No,,,,,,,Two year,False,Bank transfer (automatic),20.700000762939453,1490.4,False
Male,0,False,False,2,True,False,DSL,False,False,False,True,True,True,Month-to-month,False,Electronic check,70.30000305175781,140.6,False
Female,0,False,False,7,True,False,Fiber optic,False,False,True,False,True,True,Month-to-month,True,Electronic check,95.3499984741211,667.45,True
Male,1,True,False,27,True,True,Fiber optic,False,False,False,False,False,False,Month-to-month,True,Electronic check,75.5,2038.5,True
Male,0,True,True,4,True,False,Fiber optic,False,False,False,False,False,False,Month-to-month,True,Mailed check,69.55000305175781,278.2,False
Female,0,False,False,37,True,False,No,,,,,,,Two year,False,Mailed check,19.850000381469727,734.45,False
Male,0,False,False,21,True,False,No,,,,,,,Month-to-month,False,Mailed check,20.0,420.0,False
Female,1,True,False,53,True,True,Fiber optic,False,False,False,False,True,True,One year,True,Credit card (automatic),95.8499984741211,5080.05,False
Female,0,False,False,18,True,True,Fiber optic,False,False,False,True,False,True,Month-to-month,True,Electronic check,90.0999984741211,1621.8,True
Female,0,False,False,2,True,False,Fiber optic,False,False,False,False,False,False,Month-to-month,False,Electronic check,68.94999694824219,137.9,True
Male,0,True,True,32,True,True,Fiber optic,True,False,False,False,True,True,Month-to-month,True,Credit card (automatic),99.5500030517578,3185.6,True
Male,1,True,False,23,True,False,No,,,,,,,One year,True,Electronic check,20.75,477.25,False
Male,0,False,False,3,True,False,DSL,True,False,False,False,False,False,Month-to-month,True,Mailed check,50.150001525878906,150.45,False
Female,0,True,True,71,False,,DSL,True,True,False,True,True,True,Two year,False,Mailed check,58.650001525878906,4164.15,False
Male,0,False,False,9,True,False,Fiber optic,False,False,False,True,True,True,Month-to-month,True,Bank transfer (automatic),95.9000015258789,863.1,False
Female,0,False,False,1,True,False,DSL,False,True,False,False,False,False,Month-to-month,False,Electronic check,49.5,49.5,False
Male,0,True,True,18,True,False,DSL,False,False,True,False,False,True,Month-to-month,False,Electronic check,57.45000076293945,1034.1,True
Male,0,True,True,12,True,False,DSL,False,False,False,False,False,True,One year,False,Credit card (automatic),53.650001525878906,643.8,True
Male,0,True,False,71,True,True,DSL,True,True,True,True,False,True,Two year,True,Mailed check,80.0999984741211,5687.1,False
Female,0,False,False,64,True,True,No,,,,,,,One year,True,Bank transfer (automatic),24.39999961853028,1561.6,False
Male,0,False,False,4,False,,DSL,False,False,False,True,False,True,Month-to-month,True,Electronic check,40.04999923706055,160.2,False
Female,0,False,False,23,True,False,No,,,,,,,Month-to-month,True,Mailed check,19.5,448.5,False
Female,0,True,True,39,True,False,DSL,True,False,False,False,False,False,Month-to-month,False,Credit card (automatic),51.04999923706055,1990.95,False
Male,0,True,False,28,True,False,DSL,True,False,False,True,False,False,One year,False,Mailed check,54.34999847412109,1521.8,False
Female,1,False,False,5,True,False,Fiber optic,False,True,False,False,True,False,Month-to-month,True,Electronic check,84.69999694824219,423.5,False
Female,1,True,False,45,True,False,Fiber optic,False,False,True,False,False,True,Month-to-month,True,Electronic check,86.0999984741211,3874.5,False
Male,0,False,False,37,True,False,Fiber optic,False,False,False,False,False,False,Month-to-month,True,Mailed check,70.3499984741211,2602.95,False
Female,1,True,False,60,True,False,Fiber optic,True,True,True,True,True,True,Two year,True,Bank transfer (automatic),110.0,6600.0,False
Male,1,False,False,8,True,True,Fiber optic,False,False,True,False,True,True,Month-to-month,True,Electronic check,100.5999984741211,804.8,True
Female,0,False,False,47,True,True,Fiber optic,True,False,True,False,True,False,One year,False,Credit card (automatic),94.9000015258789,4460.3,False
Male,0,True,True,26,True,True,Fiber optic,False,False,False,False,True,False,Month-to-month,True,Electronic check,83.75,2177.5,True
Female,1,True,True,3,True,False,Fiber optic,True,False,False,True,True,False,Month-to-month,True,Mailed check,88.30000305175781,264.9,True
Female,0,True,True,50,True,False,Fiber optic,False,False,False,False,False,False,Month-to-month,True,Bank transfer (automatic),69.75,3487.5,False
Male,0,True,True,27,True,True,DSL,False,False,False,True,True,True,Month-to-month,False,Bank transfer (automatic),71.5999984741211,1933.2,False
Female,1,False,False,8,True,False,Fiber optic,False,False,True,False,True,True,Month-to-month,True,Electronic check,92.0999984741211,736.8,True
Female,0,True,False,62,True,True,No,,,,,,,Two year,False,Bank transfer (automatic),23.64999961853028,1466.3,False
Female,0,True,False,71,True,False,DSL,True,False,True,True,True,True,Two year,False,Bank transfer (automatic),81.8499984741211,5811.35,False
Male,0,False,False,66,True,True,No,,,,,,,Two year,False,Mailed check,25.100000381469727,1656.6,False
Male,0,True,True,68,True,True,Fiber optic,True,True,True,True,True,True,Two year,True,Bank transfer (automatic),114.6999969482422,7799.6,False
Female,0,False,False,13,False,,DSL,False,False,True,False,True,True,Month-to-month,False,Electronic check,49.150001525878906,638.95,False
Male,0,True,False,56,True,False,Fiber optic,False,False,False,False,False,True,One year,True,Electronic check,80.9000015258789,4530.4,False
Male,0,True,False,38,True,False,Fiber optic,True,True,False,False,False,False,Month-to-month,True,Electronic check,79.44999694824219,3019.1,True
Male,1,False,False,14,True,False,Fiber optic,False,False,False,False,True,True,Month-to-month,False,Credit card (automatic),90.4499969482422,1266.3,True
Female,0,False,True,16,True,False,No,,,,,,,One year,True,Bank transfer (automatic),19.299999237060547,308.8,False
Female,0,True,True,14,True,False,Fiber optic,False,False,False,False,False,False,Month-to-month,False,Electronic check,70.19999694824219,982.8,False
Male,0,True,True,32,True,False,Fiber optic,False,False,False,False,False,False,Month-to-month,True,Bank transfer (automatic),69.75,2232.0,True
Female,0,False,False,8,True,False,DSL,True,False,False,True,False,False,One year,False,Bank transfer (automatic),54.25,434.0,False
Female,0,True,True,43,True,True,Fiber optic,False,False,True,False,True,True,Month-to-month,True,Bank transfer (automatic),99.3000030517578,4269.9,False
Female,0,False,False,52,True,True,DSL,True,False,True,True,True,False,One year,False,Credit card (automatic),74.0,3848.0,False
Male,0,False,False,3,True,False,DSL,False,False,False,True,False,False,Month-to-month,True,Mailed check,50.25,150.75,False
Male,0,False,False,29,True,False,No,,,,,,,One year,True,Mailed check,19.799999237060547,574.2,False
Female,0,False,False,1,True,False,No,,,,,,,Month-to-month,False,Mailed check,19.64999961853028,19.65,True
Male,1,False,False,12,False,,DSL,False,False,True,True,False,True,Month-to-month,True,Electronic check,43.650001525878906,523.8,True
Female,0,True,True,16,False,,DSL,False,False,False,False,False,True,Month-to-month,True,Credit card (automatic),35.5,568.0,False
Female,0,False,False,40,True,True,DSL,False,False,True,True,True,True,One year,True,Mailed check,80.75,3230.0,False
Female,0,False,False,5,False,,DSL,False,False,True,False,False,True,Month-to-month,False,Electronic check,39.5,197.5,True
Male,0,True,False,40,True,True,Fiber optic,False,False,False,False,True,True,Month-to-month,True,Bank transfer (automatic),97.0999984741211,3884.0,True
Female,0,False,False,36,True,False,No,,,,,,,One year,False,Mailed check,19.549999237060547,703.8,False
Female,0,False,False,5,True,False,Fiber optic,False,False,False,False,False,True,Month-to-month,True,Electronic check,80.0,400.0,True
Female,0,False,False,10,True,False,Fiber optic,True,False,False,False,True,False,Month-to-month,True,Mailed check,84.69999694824219,847.0,True
Male,0,True,True,2,True,False,Fiber optic,False,False,False,False,True,True,Month-to-month,True,Bank transfer (automatic),89.55000305175781,179.1,True
Male,0,False,False,23,True,True,Fiber optic,False,False,False,True,True,False,Month-to-month,True,Electronic check,90.5999984741211,2083.8,True
Male,0,True,True,26,True,False,No,,,,,,,One year,True,Bank transfer (automatic),20.049999237060547,521.3,False
Female,1,True,False,72,True,True,Fiber optic,True,True,True,False,True,True,Two year,True,Electronic check,112.4000015258789,8092.8,False
Female,0,True,False,34,True,False,DSL,False,False,False,True,False,False,Month-to-month,False,Bank transfer (automatic),50.20000076293945,1706.8,False
Male,0,False,False,10,True,False,DSL,True,False,False,True,True,False,Month-to-month,False,Bank transfer (automatic),62.25,622.5,False
Female,0,False,False,14,True,False,DSL,True,False,False,True,False,False,One year,False,Mailed check,55.70000076293945,779.8,False
Female,0,False,False,23,True,True,Fiber optic,True,False,False,False,True,False,Month-to-month,True,Bank transfer (automatic),90.05000305175781,2071.15,True
Male,0,True,False,47,True,False,No,,,,,,,Two year,False,Mailed check,19.64999961853028,923.55,False
Male,0,True,False,24,True,False,Fiber optic,True,False,False,True,False,True,Month-to-month,True,Electronic check,89.25,2142.0,False
Male,0,True,False,49,True,True,Fiber optic,False,True,False,False,True,True,Month-to-month,True,Bank transfer (automatic),99.0500030517578,4853.45,True
Male,1,False,False,20,True,False,DSL,True,False,False,True,False,False,One year,False,Mailed check,54.0,1080.0,False
Female,0,False,False,2,True,False,Fiber optic,False,False,False,False,False,False,Month-to-month,False,Bank transfer (automatic),69.75,139.5,True
Female,0,False,False,2,True,False,DSL,False,True,False,False,False,False,Month-to-month,True,Credit card (automatic),49.04999923706055,98.1,True
Male,0,False,False,22,False,,DSL,False,False,True,True,True,True,Two year,False,Bank transfer (automatic),56.75,1248.5,False
Male,0,False,False,7,True,True,Fiber optic,False,False,True,False,True,True,Month-to-month,True,Bank transfer (automatic),98.0500030517578,686.35,True
Male,0,False,False,1,True,False,No,,,,,,,Month-to-month,False,Mailed check,21.100000381469727,21.1,False
Female,0,True,True,59,True,True,Fiber optic,False,True,False,True,False,True,Month-to-month,True,Bank transfer (automatic),96.6500015258789,5702.35,False
Female,0,True,True,58,True,True,No,,,,,,,One year,True,Credit card (automatic),24.5,1421.0,False
Female,0,False,False,41,True,True,Fiber optic,True,True,True,True,True,True,Month-to-month,True,Bank transfer (automatic),114.5,4694.5,True
Female,1,False,False,59,True,True,Fiber optic,False,True,False,False,False,False,Two year,True,Credit card (automatic),79.19999694824219,4672.8,False
Female,0,True,True,3,True,False,Fiber optic,False,False,False,False,False,False,Month-to-month,True,Electronic check,69.55000305175781,208.65,False
Male,0,False,False,32,True,False,No,,,,,,,Two year,True,Bank transfer (automatic),20.049999237060547,641.6,False
Male,1,True,False,46,True,True,Fiber optic,False,False,True,False,True,True,Month-to-month,True,Electronic check,98.8499984741211,4547.1,False
Male,0,True,True,0,True,True,No,,,,,,,Two year,False,Mailed check,25.75,0.0,False
Male,0,False,False,2,True,False,Fiber optic,False,False,False,False,False,True,Month-to-month,True,Electronic check,80.94999694824219,161.9,True
Female,0,True,True,52,True,False,No,,,,,,,One year,False,Credit card (automatic),19.600000381469727,1019.2,False
Female,1,False,False,13,True,False,Fiber optic,False,False,True,False,False,False,Month-to-month,True,Electronic check,74.30000305175781,965.9,True
Female,1,False,False,11,True,False,Fiber optic,False,False,False,False,True,True,Month-to-month,False,Bank transfer (automatic),89.69999694824219,986.7,True
Male,0,False,False,32,True,True,Fiber optic,True,False,False,True,False,False,Month-to-month,False,Bank transfer (automatic),87.6500015258789,2804.8,False
Male,1,True,False,17,True,True,Fiber optic,False,False,True,False,True,True,Month-to-month,True,Credit card (automatic),100.4499969482422,1707.65,True
Female,0,False,False,16,True,True,Fiber optic,False,False,False,False,False,False,Month-to-month,True,Credit card (automatic),74.75,1196.0,False
Female,0,False,False,51,True,True,Fiber optic,True,True,True,False,True,True,One year,False,Bank transfer (automatic),107.4499969482422,5479.95,False
Male,0,False,False,29,True,False,DSL,False,False,True,True,True,True,One year,True,Bank transfer (automatic),75.3499984741211,2185.15,False
Male,0,True,False,70,True,False,DSL,True,True,True,True,False,False,Two year,False,Credit card (automatic),64.94999694824219,4546.5,False
Female,0,True,True,71,True,True,Fiber optic,True,False,True,True,False,True,Two year,False,Electronic check,100.4499969482422,7131.95,False
Male,0,True,True,41,True,True,DSL,False,True,True,False,True,False,One year,False,Bank transfer (automatic),68.5,2808.5,False
Male,0,False,False,1,True,False,Fiber optic,False,False,False,False,True,False,Month-to-month,True,Electronic check,80.55000305175781,80.55,False
Female,0,True,False,7,True,False,DSL,True,False,True,True,True,True,Month-to-month,False,Bank transfer (automatic),81.25,568.75,False
Male,0,True,True,25,True,False,Fiber optic,False,False,False,False,True,True,One year,True,Electronic check,90.4000015258789,2260.0,True
Male,0,True,True,67,True,True,Fiber optic,True,True,False,True,False,False,One year,False,Electronic check,89.55000305175781,5999.85,False
Male,0,True,True,5,True,True,DSL,False,False,False,True,False,False,Month-to-month,True,Mailed check,55.70000076293945,278.5,False
Male,0,False,True,15,True,True,No,,,,,,,Month-to-month,True,Electronic check,24.799999237060547,372.0,False
Female,0,True,True,20,True,False,No,,,,,,,Month-to-month,False,Electronic check,20.0,400.0,False
Male,0,True,True,3,True,False,DSL,False,True,True,False,False,False,Month-to-month,True,Mailed check,56.150001525878906,168.45,True
Male,0,True,True,54,True,True,Fiber optic,False,True,False,True,True,True,One year,True,Electronic check,105.1999969482422,5680.8,False
Male,0,False,False,42,True,False,No,,,,,,,One year,True,Mailed check,19.549999237060547,821.1,False
Female,0,True,False,9,True,False,Fiber optic,False,False,False,False,False,True,Month-to-month,True,Electronic check,79.75,717.75,False
Female,0,False,False,63,True,True,Fiber optic,False,True,False,False,True,True,Two year,False,Bank transfer (automatic),97.4499969482422,6139.35,False
Female,0,True,False,69,True,True,No,,,,,,,Two year,False,Bank transfer (automatic),24.25,1673.25,False
Female,0,False,False,69,True,True,No,,,,,,,Two year,False,Credit card (automatic),24.600000381469727,1697.4,False
Male,0,True,False,40,True,False,DSL,False,True,False,False,False,False,Month-to-month,True,Mailed check,50.150001525878906,2006.0,False
Male,0,False,False,60,False,,DSL,True,True,True,False,False,False,Two year,False,Bank transfer (automatic),39.59999847412109,2376.0,False
Female,0,False,False,4,True,False,Fiber optic,True,False,True,True,False,True,Month-to-month,True,Bank transfer (automatic),94.4000015258789,377.6,True
Female,1,False,False,71,True,True,DSL,True,True,True,True,True,True,Two year,False,Mailed check,89.8499984741211,6379.35,False
Female,0,True,False,37,True,True,Fiber optic,False,False,True,False,False,False,Month-to-month,True,Credit card (automatic),78.94999694824219,2921.15,True
Male,0,True,False,32,True,True,Fiber optic,False,True,False,False,True,True,Month-to-month,True,Credit card (automatic),98.8499984741211,3163.2,False
Male,0,False,False,39,True,True,DSL,False,False,False,True,False,False,Two year,True,Credit card (automatic),53.84999847412109,2100.15,False
Female,0,False,False,38,True,True,No,,,,,,,One year,True,Electronic check,24.25,921.5,False
Male,0,False,False,52,True,True,Fiber optic,False,False,True,False,False,True,Two year,True,Credit card (automatic),89.44999694824219,4651.4,False
Female,0,True,True,48,True,True,Fiber optic,True,True,False,False,True,True,Month-to-month,True,Credit card (automatic),105.25,5052.0,False
Male,0,True,True,70,False,,DSL,True,False,True,True,True,True,Two year,False,Bank transfer (automatic),59.5,4165.0,False
Male,0,False,False,20,True,False,Fiber optic,False,False,False,False,False,False,Month-to-month,False,Credit card (automatic),70.55000305175781,1411.0,False
Female,0,False,False,50,True,True,DSL,True,False,True,True,True,True,One year,True,Credit card (automatic),82.5,4125.0,False
Female,0,False,False,19,False,,DSL,False,False,False,False,True,True,One year,True,Credit card (automatic),44.84999847412109,852.15,True
Male,0,True,True,25,True,False,DSL,True,True,True,False,False,False,One year,True,Bank transfer (automatic),61.59999847412109,1540.0,False
Male,0,False,False,12,True,False,DSL,False,True,False,False,False,False,Month-to-month,True,Bank transfer (automatic),49.04999923706055,588.6,False
Male,1,True,False,39,True,True,Fiber optic,False,True,True,False,True,True,Month-to-month,True,Electronic check,105.6500015258789,4120.35,True
Male,0,False,False,7,True,False,Fiber optic,False,False,True,False,False,False,Month-to-month,False,Mailed check,74.6500015258789,522.55,True
Female,0,True,True,23,True,False,DSL,True,True,True,True,False,False,One year,True,Mailed check,66.25,1523.75,False
Male,0,False,False,27,True,False,No,,,,,,,Month-to-month,True,Electronic check,19.39999961853028,523.8,False
Male,1,False,False,47,True,True,Fiber optic,False,False,False,False,True,False,Month-to-month,True,Credit card (automatic),86.05000305175781,4044.35,False
Male,0,True,True,26,True,False,No,,,,,,,Two year,True,Credit card (automatic),19.14999961853028,497.9,False
Female,0,True,False,14,True,True,DSL,True,False,False,False,True,False,Month-to-month,True,Bank transfer (automatic),64.69999694824219,905.8,True
Female,1,True,False,11,True,True,Fiber optic,False,False,True,True,True,True,Month-to-month,True,Bank transfer (automatic),104.0500030517578,1144.55,True
Male,0,False,True,2,True,False,No,,,,,,,Month-to-month,False,Mailed check,19.25,38.5,False
Female,0,True,True,26,True,False,Fiber optic,True,True,False,False,False,False,Month-to-month,False,Electronic check,81.94999694824219,2130.7,False
Female,1,True,False,72,True,True,Fiber optic,True,True,True,True,True,True,Two year,True,Bank transfer (automatic),114.6500015258789,8254.8,False
Female,0,True,True,63,True,False,No,,,,,,,Two year,False,Credit card (automatic),20.0,1260.0,False
Male,0,True,True,71,True,False,No,,,,,,,Two year,False,Mailed check,19.799999237060547,1405.8,False
Male,0,True,True,11,True,True,DSL,True,False,False,False,True,False,Month-to-month,True,Bank transfer (automatic),65.1500015258789,716.65,False
Male,1,True,False,14,True,False,No,,,,,,,One year,False,Mailed check,19.64999961853028,275.1,False
Female,0,False,True,13,True,True,DSL,True,True,True,True,True,True,Two year,False,Credit card (automatic),88.94999694824219,1156.35,False
Male,0,False,True,6,True,False,No,,,,,,,Month-to-month,True,Mailed check,20.200000762939453,121.2,False
Male,1,True,True,11,True,True,Fiber optic,False,False,False,False,False,False,Month-to-month,True,Credit card (automatic),75.19999694824219,827.2,False
Male,0,True,False,18,True,True,DSL,False,True,False,False,False,False,Month-to-month,False,Credit card (automatic),56.79999923706055,1022.4,False
Male,0,False,False,1,False,,DSL,False,False,False,False,False,True,Month-to-month,True,Electronic check,35.54999923706055,35.55,True
Female,0,True,False,32,True,False,Fiber optic,True,False,False,False,False,False,Month-to-month,True,Bank transfer (automatic),75.5,2416.0,False
Male,0,False,False,29,False,,DSL,True,False,False,True,False,False,One year,False,Mailed check,35.599998474121094,1032.4,False
Female,0,False,False,3,True,True,DSL,False,False,False,False,True,False,Month-to-month,True,Electronic check,60.25,180.75,False
Female,0,False,False,2,True,True,Fiber optic,False,False,False,False,True,True,Month-to-month,True,Electronic check,95.1500015258789,190.3,True
Male,0,True,True,13,True,False,Fiber optic,False,False,True,False,True,True,Month-to-month,True,Mailed check,96.6500015258789,1256.45,True
Female,0,False,False,41,False,,DSL,False,True,False,False,False,True,Month-to-month,True,Electronic check,40.34999847412109,1654.35,False
Female,0,False,False,1,True,False,No,,,,,,,Month-to-month,False,Electronic check,18.850000381469727,18.85,False
Male,0,False,False,7,True,False,DSL,False,False,False,False,True,False,Month-to-month,False,Mailed check,54.84999847412109,383.95,False
Female,0,True,False,52,True,False,DSL,True,False,True,False,True,False,One year,True,Mailed check,64.30000305175781,3343.6,False
Female,0,True,True,45,True,True,No,,,,,,,Two year,True,Bank transfer (automatic),24.64999961853028,1109.25,False
Male,0,True,False,70,True,True,DSL,False,True,True,True,True,False,Two year,False,Credit card (automatic),76.0999984741211,5327.0,False
Female,0,False,False,53,True,False,No,,,,,,,Two year,False,Mailed check,18.700000762939453,991.1,False
Female,1,True,False,62,True,True,Fiber optic,False,True,True,False,True,False,One year,True,Credit card (automatic),97.9499969482422,6072.9,False
Female,0,True,False,60,True,True,Fiber optic,True,True,False,False,False,True,Month-to-month,True,Credit card (automatic),94.0999984741211,5646.0,False
Female,1,True,False,3,True,False,Fiber optic,False,False,False,False,True,False,Month-to-month,True,Electronic check,80.4000015258789,241.2,True
Female,1,True,False,23,True,False,Fiber optic,True,False,False,False,True,True,Month-to-month,True,Electronic check,95.0999984741211,2187.3,False
Male,0,False,True,1,False,,DSL,False,True,False,False,False,False,Month-to-month,True,Mailed check,31.350000381469727,31.35,True
Female,0,False,False,67,True,False,DSL,True,False,True,True,False,True,One year,True,Bank transfer (automatic),72.3499984741211,4847.45,False
Female,0,False,False,12,True,True,Fiber optic,False,True,False,False,True,False,Month-to-month,True,Bank transfer (automatic),89.75,1077.0,True
Female,1,True,False,71,True,True,DSL,True,True,True,True,False,True,Two year,True,Bank transfer (automatic),82.69999694824219,5871.7,False
Male,0,False,False,25,True,False,No,,,,,,,One year,False,Credit card (automatic),19.89999961853028,497.5,False
Female,0,False,False,5,True,True,DSL,True,False,False,False,False,False,Month-to-month,True,Electronic check,53.79999923706055,269.0,False
Male,0,False,False,26,True,True,DSL,False,False,False,False,False,False,One year,True,Credit card (automatic),51.54999923706055,1340.3,False
Male,0,True,True,1,True,False,No,,,,,,,One year,False,Mailed check,19.64999961853028,19.65,False
Male,1,False,False,70,False,,DSL,False,True,True,False,True,False,One year,True,Credit card (automatic),44.04999923706055,3083.5,False
Male,0,True,True,72,True,True,Fiber optic,True,True,True,True,True,True,Two year,True,Electronic check,114.0,8208.0,False
Male,0,True,False,60,True,False,Fiber optic,False,True,False,False,True,True,One year,True,Electronic check,94.4000015258789,5664.0,True
Female,1,True,True,32,True,True,Fiber optic,False,True,False,False,True,True,Month-to-month,True,Electronic check,100.4000015258789,3212.8,False
Male,0,False,False,1,True,False,No,,,,,,,Month-to-month,True,Electronic check,19.850000381469727,19.85,True
Female,0,False,False,14,True,True,DSL,False,True,False,False,False,False,One year,True,Mailed check,54.25,759.5,False
Female,0,False,False,13,True,True,Fiber optic,True,False,False,False,False,False,Month-to-month,True,Credit card (automatic),80.0,1040.0,False
